,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HF,AF,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,DiffPts,DiffFormPts,DiffLP,HTGD,ATGD
989,D,39,36,W,W,W,W,W,W,14.0,15.0,5.0,9.0,3.0,4.0,2.0,7.0,0.0,2.0,0.0,0.0,3,1,-1,12.0,1.0
990,H,54,27,W,D,W,D,L,L,11.0,15.0,10.0,7.0,4.0,3.0,4.0,2.0,1.0,3.0,0.0,0.0,27,10,-9,29.0,-12.0
991,D,21,15,D,L,W,L,L,L,11.0,14.0,13.0,9.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,6,3,-1,-10.0,-19.0
992,H,22,20,D,D,L,L,W,D,12.0,13.0,7.0,10.0,3.0,6.0,4.0,9.0,0.0,1.0,0.0,0.0,2,-2,-1,-17.0,-16.0
993,H,20,20,L,W,L,L,D,L,9.0,18.0,9.0,5.0,6.0,2.0,4.0,8.0,1.0,3.0,0.0,0.0,0,1,-4,-20.0,-11.0
994,H,50,22,W,W,W,L,L,L,13.0,9.0,16.0,7.0,10.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,28,12,-16,20.0,-19.0
995,D,7,40,L,L,L,D,L,W,11.0,11.0,12.0,10.0,6.0,5.0,6.0,5.0,1.0,1.0,0.0,0.0,-33,-6,11,-39.0,6.0
996,D,42,27,W,W,W,W,L,L,14.0,12.0,11.0,5.0,6.0,4.0,7.0,2.0,1.0,1.0,0.0,0.0,15,3,-6,17.0,4.0
997,H,54,37,W,W,W,W,L,W,9.0,11.0,25.0,3.0,14.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,17,5,-7,35.0,11.0
998,H,36,40,W,D,W,L,D,D,11.0,19.0,8.0,13.0,2.0,5.0,4.0,6.0,0.0,3.0,0.0,0.0,-4,6,6,8.0,20.0
999,D,20,7,L,D,L,L,L,L,7.0,11.0,11.0,6.0,7.0,3.0,5.0,5.0,1.0,5.0,0.0,0.0,13,5,-1,-11.0,-39.0
1000,D,38,43,D,D,W,D,W,W,18.0,15.0,13.0,10.0,3.0,4.0,4.0,8.0,4.0,2.0,0.0,0.0,-5,1,2,1.0,17.0
1001,H,43,23,W,L,D,W,L,W,8.0,10.0,14.0,6.0,11.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,20,-3,-11,23.0,-18.0
1002,A,41,57,D,D,L,W,W,D,7.0,7.0,5.0,14.0,2.0,9.0,1.0,9.0,2.0,0.0,0.0,0.0,-16,-7,6,6.0,32.0
1003,D,37,53,L,W,L,W,W,W,13.0,12.0,17.0,20.0,6.0,12.0,4.0,8.0,2.0,0.0,0.0,0.0,-16,-9,6,9.0,21.0
1004,A,22,22,L,L,L,D,D,L,14.0,16.0,9.0,8.0,6.0,4.0,13.0,3.0,3.0,1.0,0.0,0.0,0,-5,2,-20.0,-10.0
1005,D,28,57,D,W,L,W,W,W,18.0,10.0,10.0,16.0,8.0,10.0,8.0,9.0,3.0,7.0,0.0,0.0,-29,-5,10,4.0,37.0
1006,H,20,36,L,L,W,L,W,D,11.0,12.0,10.0,5.0,3.0,1.0,6.0,3.0,1.0,3.0,0.0,0.0,-16,-3,4,-17.0,7.0
1007,H,16,41,D,L,L,D,D,W,9.0,13.0,11.0,11.0,8.0,6.0,3.0,10.0,1.0,2.0,0.0,0.0,-25,-9,11,-19.0,12.0
1008,D,27,25,L,D,L,W,D,D,13.0,11.0,10.0,19.0,8.0,11.0,11.0,6.0,1.0,4.0,0.0,0.0,2,-7,-1,-15.0,-16.0
1009,H,41,27,D,D,W,L,D,L,19.0,11.0,13.0,5.0,8.0,3.0,7.0,5.0,2.0,1.0,0.0,0.0,14,10,-6,12.0,-15.0
1010,A,25,38,W,D,D,D,L,W,12.0,14.0,19.0,7.0,10.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,-13,1,8,-8.0,9.0
1011,A,9,29,D,D,L,D,D,W,14.0,10.0,10.0,13.0,6.0,8.0,7.0,9.0,3.0,1.0,0.0,0.0,-20,-3,9,-39.0,4.0
1012,H,44,22,D,D,W,L,L,L,13.0,13.0,11.0,14.0,6.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,22,11,-13,17.0,-22.0
1013,H,26,19,D,W,D,W,D,L,12.0,10.0,11.0,10.0,6.0,5.0,7.0,3.0,1.0,2.0,0.0,0.0,7,2,-4,-16.0,-18.0
1014,H,23,23,L,W,L,W,L,L,13.0,6.0,9.0,21.0,4.0,11.0,2.0,8.0,0.0,1.0,0.0,0.0,0,-1,1,-21.0,-16.0
1015,D,37,21,D,L,W,D,L,L,12.0,20.0,18.0,5.0,10.0,3.0,7.0,4.0,0.0,5.0,1.0,0.0,16,6,-9,7.0,-13.0
1016,D,54,44,D,W,W,D,W,L,14.0,18.0,5.0,10.0,3.0,4.0,6.0,4.0,3.0,2.0,0.0,0.0,10,7,-2,21.0,23.0
1017,A,58,41,D,W,W,L,D,D,6.0,11.0,19.0,9.0,9.0,7.0,8.0,7.0,1.0,0.0,0.0,0.0,17,8,-8,37.0,4.0
1018,H,60,39,W,W,W,D,D,D,12.0,6.0,13.0,6.0,9.0,2.0,7.0,5.0,1.0,0.0,0.0,0.0,21,4,-4,34.0,1.0
1019,D,21,60,D,L,L,W,W,W,9.0,13.0,2.0,26.0,1.0,13.0,1.0,7.0,0.0,2.0,1.0,0.0,-39,-11,16,-13.0,34.0
1020,A,19,40,L,W,D,W,D,L,12.0,17.0,18.0,12.0,14.0,6.0,5.0,8.0,3.0,0.0,1.0,0.0,-21,-4,7,-19.0,8.0
1021,H,47,29,W,D,W,W,D,W,8.0,11.0,13.0,6.0,8.0,3.0,6.0,2.0,2.0,5.0,0.0,1.0,18,-1,-9,24.0,-15.0
1022,A,28,58,L,D,L,L,D,W,13.0,12.0,10.0,16.0,5.0,10.0,7.0,4.0,4.0,0.0,0.0,0.0,-30,-8,11,-18.0,36.0
1023,H,41,26,W,D,L,W,L,W,13.0,13.0,17.0,5.0,10.0,2.0,5.0,3.0,1.0,2.0,0.0,0.0,15,-2,-7,10.0,-19.0
1024,H,23,9,L,W,L,L,D,D,10.0,12.0,22.0,5.0,18.0,3.0,14.0,2.0,0.0,1.0,0.0,0.0,14,4,-6,-18.0,-42.0
1025,H,39,25,L,D,D,L,W,D,16.0,21.0,11.0,15.0,6.0,9.0,5.0,4.0,2.0,4.0,0.0,0.0,14,1,-9,-1.0,-9.0
1026,A,22,44,L,L,L,W,L,D,10.0,15.0,9.0,19.0,6.0,11.0,11.0,7.0,2.0,1.0,0.0,0.0,-22,-8,12,-23.0,14.0
1027,A,44,47,W,L,D,W,D,D,7.0,14.0,20.0,13.0,12.0,8.0,4.0,7.0,0.0,1.0,1.0,0.0,-3,-6,4,5.0,18.0
1028,D,63,44,W,W,W,W,L,D,8.0,13.0,16.0,5.0,7.0,4.0,8.0,7.0,1.0,2.0,0.0,0.0,19,5,-3,36.0,14.0
1029,H,22,32,D,D,L,W,D,D,14.0,10.0,13.0,19.0,10.0,10.0,5.0,6.0,1.0,0.0,0.0,0.0,-10,-5,8,-13.0,7.0
1030,D,9,26,L,L,D,L,W,L,19.0,15.0,8.0,13.0,4.0,5.0,4.0,5.0,5.0,1.0,0.0,0.0,-17,-4,5,-44.0,-20.0
1031,A,19,61,L,L,W,W,L,D,6.0,13.0,13.0,16.0,7.0,10.0,3.0,6.0,0.0,0.0,0.0,0.0,-42,-6,16,-20.0,40.0
1032,D,44,26,L,W,L,W,L,W,12.0,7.0,12.0,8.0,6.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,18,-1,-5,3.0,-16.0
1033,A,29,22,L,W,D,L,L,L,10.0,17.0,10.0,6.0,5.0,3.0,7.0,2.0,4.0,5.0,0.0,0.0,7,8,-5,-16.0,-24.0
1034,A,28,42,L,L,D,W,L,D,10.0,7.0,17.0,14.0,9.0,6.0,14.0,7.0,1.0,2.0,0.0,0.0,-14,-4,5,-22.0,2.0
1035,A,40,58,L,W,D,W,D,D,14.0,6.0,9.0,13.0,7.0,8.0,6.0,1.0,0.0,2.0,0.0,1.0,-18,-4,8,4.0,25.0
1036,A,25,50,L,L,W,W,W,D,7.0,14.0,7.0,12.0,2.0,9.0,3.0,10.0,2.0,1.0,0.0,0.0,-25,-5,12,-12.0,26.0
1037,H,50,44,W,W,D,W,W,D,12.0,18.0,13.0,9.0,5.0,5.0,10.0,3.0,1.0,1.0,0.0,0.0,6,1,-3,20.0,11.0
1038,H,50,40,W,W,D,L,W,D,9.0,15.0,20.0,2.0,11.0,2.0,16.0,3.0,0.0,3.0,0.0,0.0,10,3,-6,26.0,4.0
1039,D,42,19,W,L,D,L,L,W,19.0,16.0,14.0,8.0,4.0,4.0,7.0,7.0,2.0,2.0,0.0,0.0,23,2,-10,2.0,-20.0
1040,H,53,28,W,W,W,L,L,L,8.0,7.0,15.0,6.0,13.0,4.0,12.0,8.0,1.0,0.0,0.0,0.0,25,12,-8,30.0,-23.0
1041,H,25,45,W,L,L,D,L,W,9.0,11.0,13.0,12.0,8.0,5.0,7.0,5.0,0.0,2.0,0.0,0.0,-20,-2,9,-23.0,3.0
1042,A,27,53,D,L,W,W,W,W,17.0,9.0,9.0,7.0,6.0,6.0,3.0,4.0,2.0,1.0,0.0,0.0,-26,-4,10,-20.0,22.0
1043,H,35,40,W,L,W,L,L,W,6.0,17.0,18.0,8.0,11.0,4.0,8.0,4.0,0.0,2.0,0.0,1.0,-5,4,1,8.0,0.0
1044,D,27,65,D,W,L,D,D,W,10.0,8.0,6.0,10.0,3.0,6.0,8.0,5.0,2.0,2.0,0.0,0.0,-38,-4,11,-16.0,36.0
1045,D,48,29,D,W,W,L,L,W,15.0,21.0,5.0,10.0,3.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,19,1,-7,15.0,-17.0
1046,H,61,10,W,W,D,D,L,L,7.0,17.0,14.0,4.0,10.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,51,8,-18,30.0,-44.0
1047,H,44,26,L,W,W,W,D,D,8.0,10.0,13.0,7.0,9.0,5.0,4.0,3.0,0.0,1.0,0.0,0.0,18,1,-11,9.0,-10.0
1048,D,65,29,D,D,W,L,L,W,7.0,10.0,17.0,4.0,9.0,1.0,11.0,1.0,0.0,2.0,0.0,1.0,36,4,-10,36.0,-17.0
1049,A,10,64,D,L,L,W,W,L,13.0,7.0,10.0,17.0,8.0,9.0,5.0,11.0,4.0,1.0,0.0,0.0,-54,-7,19,-44.0,43.0
1050,H,56,28,W,W,W,W,W,L,7.0,22.0,19.0,7.0,8.0,3.0,7.0,2.0,0.0,5.0,0.0,0.0,28,7,-14,33.0,-21.0
1051,H,47,49,W,L,W,D,D,W,17.0,13.0,13.0,16.0,5.0,10.0,3.0,6.0,3.0,1.0,1.0,1.0,-2,2,2,11.0,15.0
1052,A,27,64,L,D,L,W,W,W,8.0,9.0,11.0,11.0,4.0,3.0,7.0,7.0,2.0,1.0,0.0,0.0,-37,-7,13,-21.0,31.0
1053,H,40,46,L,L,L,D,W,W,11.0,13.0,12.0,9.0,6.0,5.0,8.0,10.0,1.0,3.0,0.0,0.0,-6,-4,3,-4.0,3.0
1054,H,20,56,D,L,L,W,W,W,14.0,6.0,10.0,7.0,2.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,-36,-9,12,-23.0,23.0
1055,H,45,35,L,D,L,L,W,L,11.0,3.0,13.0,12.0,8.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,10,-3,-2,1.0,7.0
1056,H,28,25,D,D,W,L,L,L,16.0,13.0,10.0,12.0,7.0,7.0,8.0,5.0,2.0,3.0,1.0,0.0,3,5,-2,-16.0,-15.0
1057,D,26,28,L,W,D,L,L,L,8.0,12.0,12.0,13.0,4.0,7.0,3.0,8.0,2.0,2.0,0.0,0.0,-2,5,7,-12.0,-26.0
1058,H,67,25,W,W,W,L,L,L,12.0,14.0,21.0,14.0,12.0,10.0,6.0,3.0,0.0,2.0,0.0,0.0,42,7,-15,44.0,-15.0
1059,D,35,64,L,W,L,W,W,W,10.0,16.0,10.0,10.0,9.0,8.0,10.0,2.0,2.0,2.0,0.0,0.0,-29,-4,9,7.0,31.0
1060,A,49,27,L,D,D,L,L,D,9.0,11.0,9.0,12.0,3.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0,22,4,-9,13.0,-22.0
1061,H,46,31,L,D,W,W,D,D,19.0,15.0,11.0,14.0,7.0,7.0,1.0,9.0,1.0,3.0,1.0,1.0,15,-1,-7,2.0,-15.0
1062,D,25,48,L,L,L,W,L,D,9.0,14.0,17.0,7.0,7.0,4.0,12.0,12.0,1.0,0.0,0.0,0.0,-23,-7,7,-17.0,2.0
1063,D,56,43,L,W,W,W,L,L,10.0,10.0,14.0,13.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,13,6,-5,22.0,-3.0
1064,H,31,10,D,D,L,L,L,D,9.0,10.0,6.0,5.0,3.0,1.0,9.0,2.0,2.0,1.0,0.0,0.0,21,4,-7,-17.0,-50.0
1065,H,29,23,D,L,L,W,D,L,9.0,5.0,15.0,9.0,9.0,5.0,6.0,4.0,0.0,1.0,0.0,0.0,6,-3,-5,-26.0,-22.0
1066,H,28,27,L,W,W,D,L,W,16.0,15.0,13.0,13.0,8.0,7.0,8.0,7.0,0.0,1.0,0.0,0.0,1,0,-1,-22.0,-12.0
1067,H,36,50,D,L,W,W,W,L,8.0,13.0,17.0,4.0,8.0,4.0,7.0,2.0,0.0,1.0,0.0,0.0,-14,-5,3,7.0,13.0
1068,H,65,67,D,W,W,D,D,D,10.0,13.0,11.0,7.0,8.0,5.0,4.0,2.0,3.0,1.0,0.0,0.0,-2,4,-1,31.0,36.0
1069,H,70,59,W,W,W,W,W,W,11.0,12.0,22.0,8.0,15.0,4.0,2.0,4.0,1.0,3.0,0.0,1.0,11,-3,-3,46.0,34.0
1070,H,27,49,L,D,L,D,W,L,13.0,10.0,10.0,8.0,7.0,4.0,5.0,2.0,0.0,2.0,1.0,0.0,-22,0,10,-13.0,2.0
1071,A,26,67,D,L,L,L,D,D,12.0,10.0,13.0,17.0,9.0,8.0,8.0,6.0,2.0,2.0,0.0,1.0,-41,-3,13,-17.0,35.0
1072,D,10,23,L,L,L,L,W,D,18.0,16.0,19.0,9.0,13.0,4.0,4.0,5.0,2.0,4.0,0.0,0.0,-13,-3,3,-51.0,-24.0
1073,H,73,49,W,W,W,L,L,D,7.0,5.0,14.0,13.0,7.0,6.0,4.0,7.0,1.0,1.0,0.0,0.0,24,10,-5,49.0,12.0
1074,H,50,31,L,W,W,L,W,D,10.0,13.0,12.0,17.0,7.0,9.0,5.0,4.0,1.0,2.0,0.0,0.0,19,1,-6,11.0,-17.0
1075,D,31,49,W,L,W,W,L,D,10.0,15.0,8.0,9.0,2.0,6.0,6.0,7.0,3.0,5.0,1.0,0.0,-18,-1,11,-21.0,4.0
1076,H,30,44,W,L,L,D,W,L,9.0,10.0,22.0,10.0,12.0,4.0,13.0,4.0,2.0,1.0,0.0,0.0,-14,0,5,-21.0,-3.0
1077,H,68,34,W,D,W,W,D,D,11.0,9.0,16.0,7.0,6.0,3.0,8.0,3.0,1.0,1.0,0.0,0.0,34,8,-11,32.0,-16.0
1078,H,59,57,L,W,W,D,L,W,13.0,14.0,15.0,3.0,9.0,2.0,11.0,4.0,1.0,4.0,0.0,0.0,2,2,-1,31.0,22.0
1079,A,39,32,W,D,L,W,D,L,10.0,8.0,18.0,17.0,10.0,9.0,6.0,7.0,1.0,1.0,0.0,0.0,7,3,-1,9.0,-24.0
1080,D,70,62,W,L,D,W,L,W,10.0,10.0,8.0,11.0,6.0,4.0,5.0,3.0,1.0,2.0,0.0,0.0,8,-6,-1,36.0,32.0
1081,H,49,26,L,L,L,L,D,L,15.0,9.0,10.0,6.0,6.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,23,1,-10,8.0,-18.0
1082,D,50,39,D,W,L,L,W,D,20.0,4.0,12.0,11.0,7.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0,11,1,-4,4.0,6.0
1083,A,24,33,D,L,W,W,W,L,12.0,9.0,14.0,9.0,5.0,6.0,8.0,5.0,2.0,0.0,0.0,0.0,-9,-2,2,-24.0,-20.0
1084,A,49,71,L,D,W,W,W,D,6.0,12.0,14.0,10.0,7.0,5.0,7.0,5.0,1.0,0.0,0.0,0.0,-22,-8,7,0.0,33.0
1085,H,35,32,W,W,D,D,W,L,10.0,11.0,14.0,8.0,9.0,3.0,9.0,7.0,0.0,1.0,0.0,0.0,3,-3,-6,-21.0,-21.0
1086,H,31,30,L,L,W,W,L,D,11.0,17.0,15.0,5.0,8.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1,-2,-5,-19.0,-11.0
1087,H,57,11,L,D,L,D,L,L,17.0,19.0,11.0,7.0,5.0,5.0,9.0,8.0,1.0,3.0,0.0,0.0,46,5,-15,21.0,-51.0
1088,D,34,76,L,W,D,W,W,W,20.0,11.0,12.0,15.0,7.0,7.0,4.0,10.0,3.0,1.0,0.0,0.0,-42,-10,12,-17.0,53.0
1089,A,44,53,L,D,W,W,L,W,16.0,11.0,10.0,18.0,8.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,-9,-5,2,-4.0,13.0
1090,D,30,60,L,W,L,W,L,D,9.0,6.0,14.0,13.0,7.0,6.0,11.0,1.0,1.0,1.0,0.0,0.0,-30,-3,14,-13.0,22.0
1091,H,26,44,L,L,D,L,L,D,12.0,11.0,12.0,11.0,9.0,7.0,12.0,5.0,1.0,1.0,0.0,0.0,-18,-3,6,-22.0,-5.0
1092,A,11,52,L,D,L,W,L,L,15.0,15.0,8.0,16.0,5.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,-41,-3,14,-52.0,12.0
1093,D,56,38,W,W,L,W,W,W,11.0,8.0,17.0,14.0,8.0,5.0,2.0,11.0,1.0,1.0,0.0,0.0,18,2,-4,14.0,-18.0
1094,A,32,24,L,D,W,L,D,L,11.0,5.0,4.0,16.0,0.0,8.0,4.0,7.0,0.0,1.0,0.0,0.0,8,2,1,-24.0,-26.0
1095,A,36,49,W,W,W,L,L,D,13.0,12.0,12.0,7.0,7.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,-13,5,6,-18.0,-2.0
1096,D,40,35,D,L,W,D,L,W,6.0,19.0,12.0,13.0,9.0,7.0,2.0,7.0,0.0,3.0,0.0,0.0,5,-1,-2,6.0,-17.0
1097,H,63,51,D,W,L,D,D,W,12.0,10.0,17.0,7.0,9.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,12,4,-3,32.0,4.0
1098,H,77,71,D,W,W,D,W,L,12.0,7.0,13.0,18.0,7.0,11.0,6.0,5.0,2.0,6.0,0.0,0.0,6,7,-2,53.0,36.0
1099,D,74,34,W,W,W,W,L,L,10.0,17.0,19.0,6.0,10.0,5.0,9.0,3.0,0.0,2.0,0.0,0.0,40,6,-12,35.0,-17.0
1100,A,61,75,D,W,L,D,W,W,8.0,9.0,10.0,5.0,5.0,3.0,4.0,6.0,0.0,2.0,0.0,0.0,-14,-6,3,22.0,35.0
1101,H,71,32,L,D,W,L,L,D,7.0,15.0,19.0,4.0,12.0,2.0,12.0,4.0,0.0,3.0,0.0,0.0,39,1,-15,35.0,-26.0
1102,D,51,80,L,D,D,W,D,W,14.0,12.0,4.0,13.0,3.0,10.0,3.0,8.0,1.0,1.0,0.0,0.0,-29,-8,6,2.0,54.0
1103,A,27,66,W,L,D,W,D,W,9.0,10.0,10.0,16.0,6.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,-39,-3,13,-24.0,34.0
1104,A,36,29,D,D,L,W,L,L,10.0,14.0,16.0,12.0,10.0,9.0,7.0,4.0,0.0,2.0,0.0,0.0,7,2,-3,-17.0,-21.0
1105,H,44,11,L,L,L,L,L,D,11.0,13.0,12.0,12.0,8.0,8.0,5.0,11.0,2.0,1.0,0.0,0.0,33,3,-10,-6.0,-58.0
1106,D,35,41,D,W,L,D,D,L,8.0,9.0,13.0,15.0,7.0,12.0,2.0,6.0,2.0,1.0,0.0,0.0,-6,1,3,-17.0,6.0
1107,H,55,31,W,W,L,D,L,W,11.0,20.0,16.0,11.0,9.0,6.0,7.0,8.0,0.0,1.0,0.0,0.0,24,1,-13,18.0,-13.0
1108,H,52,57,W,L,L,D,W,W,7.0,6.0,16.0,12.0,10.0,6.0,6.0,3.0,1.0,1.0,0.0,1.0,-5,-3,1,-1.0,14.0
1109,H,39,36,D,W,W,L,W,W,8.0,13.0,8.0,12.0,4.0,8.0,4.0,4.0,0.0,5.0,0.0,0.0,3,2,-3,-18.0,-19.0
1110,D,31,69,L,D,L,W,W,D,6.0,9.0,5.0,12.0,3.0,7.0,3.0,5.0,2.0,1.0,0.0,0.0,-38,-6,15,-17.0,36.0
1111,H,78,81,W,D,W,D,W,D,14.0,16.0,13.0,7.0,8.0,6.0,8.0,3.0,3.0,4.0,0.0,0.0,-3,2,1,36.0,54.0
1112,A,55,27,W,W,L,L,W,L,9.0,7.0,10.0,18.0,5.0,13.0,3.0,4.0,0.0,1.0,0.0,0.0,28,3,-8,1.0,-26.0
1113,H,36,36,L,L,W,L,D,D,13.0,9.0,10.0,10.0,5.0,6.0,7.0,1.0,3.0,2.0,0.0,0.0,0,4,2,-21.0,-18.0
1114,D,42,32,D,D,D,W,W,L,6.0,11.0,26.0,7.0,13.0,4.0,12.0,3.0,1.0,3.0,0.0,0.0,10,-1,-5,6.0,-20.0
1115,D,47,42,W,L,L,W,D,W,13.0,11.0,18.0,4.0,11.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,5,-9,-2,-5.0,-16.0
1116,D,36,32,D,D,W,L,L,L,18.0,13.0,12.0,7.0,5.0,2.0,6.0,5.0,2.0,4.0,0.0,0.0,4,1,-4,-17.0,-28.0
1117,D,61,58,L,D,W,W,W,W,10.0,17.0,13.0,6.0,7.0,3.0,9.0,6.0,3.0,3.0,0.0,0.0,3,-4,-1,21.0,22.0
1118,A,57,52,L,D,W,D,L,D,20.0,12.0,15.0,12.0,6.0,9.0,8.0,7.0,2.0,2.0,0.0,0.0,5,1,1,12.0,2.0
1119,A,11,74,L,L,L,W,L,D,6.0,7.0,12.0,20.0,10.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,-63,-6,17,-59.0,37.0
1120,A,59,37,D,W,W,D,D,D,7.0,8.0,14.0,9.0,5.0,5.0,8.0,2.0,0.0,1.0,0.0,0.0,22,4,-8,22.0,-17.0
1121,H,55,11,W,D,L,L,L,L,12.0,17.0,25.0,6.0,14.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,44,5,-13,3.0,-63.0
1122,H,33,39,D,W,W,W,L,L,11.0,12.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,-6,-2,1,-20.0,-20.0
1123,H,30,32,W,L,W,D,L,D,10.0,12.0,9.0,2.0,6.0,0.0,2.0,8.0,2.0,5.0,0.0,0.0,-2,2,-2,-25.0,-17.0
1124,H,81,48,L,D,W,D,W,L,15.0,16.0,8.0,9.0,4.0,5.0,4.0,2.0,1.0,3.0,1.0,0.0,33,4,-9,53.0,-5.0
1125,H,36,57,L,L,D,L,L,D,16.0,11.0,11.0,13.0,7.0,8.0,7.0,5.0,1.0,1.0,0.0,0.0,-21,-5,5,-19.0,11.0
1126,A,33,43,D,L,L,D,D,D,10.0,7.0,13.0,13.0,6.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,-10,-2,7,-28.0,6.0
1127,H,77,62,W,W,L,D,L,D,10.0,4.0,11.0,8.0,2.0,4.0,8.0,3.0,0.0,1.0,0.0,0.0,15,5,-2,41.0,21.0
1128,H,70,55,D,W,W,L,W,W,9.0,5.0,23.0,4.0,10.0,3.0,12.0,5.0,0.0,0.0,0.0,0.0,15,5,-5,36.0,0.0
1129,A,43,81,D,W,D,W,W,D,13.0,15.0,13.0,18.0,5.0,9.0,1.0,6.0,2.0,2.0,0.0,0.0,-38,-2,10,-16.0,37.0
1130,H,32,58,L,D,L,W,W,D,16.0,11.0,15.0,14.0,9.0,9.0,5.0,2.0,3.0,2.0,0.0,0.0,-26,-6,12,-19.0,5.0
1131,D,84,36,W,W,W,W,D,W,12.0,8.0,19.0,6.0,12.0,4.0,9.0,2.0,1.0,3.0,0.0,0.0,48,3,-14,39.0,-18.0
1132,A,11,33,L,L,L,L,D,L,17.0,13.0,6.0,11.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,-22,-1,2,-65.0,-29.0
1133,H,62,43,L,D,L,L,D,W,11.0,12.0,20.0,3.0,11.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,19,-3,-7,20.0,-18.0
1134,H,39,55,W,L,L,L,L,W,10.0,9.0,19.0,8.0,15.0,2.0,7.0,0.0,2.0,1.0,0.0,1.0,-16,-1,4,-17.0,-1.0
1135,A,57,33,L,L,L,W,W,L,13.0,11.0,15.0,7.0,10.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,24,-5,-9,9.0,-23.0
1136,A,39,80,L,W,L,W,W,W,14.0,12.0,13.0,12.0,5.0,8.0,3.0,4.0,1.0,1.0,0.0,0.0,-41,-4,12,-22.0,42.0
1137,A,46,73,W,D,D,W,D,W,11.0,9.0,6.0,18.0,3.0,12.0,8.0,4.0,1.0,1.0,0.0,0.0,-27,-4,7,7.0,37.0
1138,D,48,59,L,D,W,L,D,W,9.0,21.0,16.0,13.0,8.0,8.0,7.0,8.0,2.0,2.0,0.0,0.0,-11,-6,4,-8.0,20.0
1139,A,40,84,W,D,D,W,L,D,10.0,5.0,15.0,11.0,6.0,6.0,5.0,12.0,3.0,2.0,0.0,0.0,-44,1,13,-15.0,56.0
1140,H,0,0,M,M,M,M,M,M,11.0,8.0,24.0,5.0,14.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0,0,-16,0.0,0.0
1141,H,0,0,M,M,M,M,M,M,13.0,12.0,14.0,8.0,8.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,0,0,1,0.0,0.0
1142,A,0,0,M,M,M,M,M,M,11.0,9.0,10.0,15.0,5.0,11.0,3.0,5.0,2.0,2.0,0.0,0.0,0,0,-10,0.0,0.0
1143,H,0,0,M,M,M,M,M,M,10.0,9.0,11.0,12.0,6.0,6.0,5.0,6.0,3.0,0.0,0.0,0.0,0,0,10,0.0,0.0
1144,H,0,0,M,M,M,M,M,M,11.0,12.0,14.0,8.0,10.0,5.0,7.0,9.0,1.0,2.0,0.0,0.0,0,0,11,0.0,0.0
1145,A,0,0,M,M,M,M,M,M,13.0,12.0,6.0,14.0,3.0,8.0,1.0,8.0,0.0,2.0,0.0,0.0,0,0,14,0.0,0.0
1146,H,0,0,M,M,M,M,M,M,14.0,11.0,15.0,22.0,8.0,9.0,6.0,10.0,2.0,1.0,0.0,0.0,0,0,-2,0.0,0.0
1147,H,0,0,M,M,M,M,M,M,8.0,11.0,14.0,13.0,10.0,8.0,7.0,8.0,0.0,1.0,0.0,0.0,0,0,-4,0.0,0.0
1148,H,0,0,M,M,M,M,M,M,10.0,6.0,18.0,12.0,11.0,8.0,8.0,3.0,0.0,1.0,0.0,0.0,0,0,-11,0.0,0.0
1149,D,0,0,M,M,M,M,M,M,15.0,11.0,18.0,11.0,12.0,4.0,6.0,6.0,3.0,0.0,0.0,0.0,0,0,-17,0.0,0.0
1150,D,3,3,W,M,M,W,M,M,11.0,15.0,12.0,7.0,5.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,0,0,-2,1.0,1.0
